Crime Code,year,date_reported,DR_NO,TIME OCC,AREA ,Crm Cd,LAT,LON,Crime Count
442,2013,2013-11-27,131120789,2011,11,442,34.1265,-118.2628,1
310,2013,2013-11-27,261545805,2400,15,620,68.06790000000001,-236.5377,2
510,2013,2013-11-27,130124710,1315,1,510,34.0327,-118.26100000000001,1
813,2013,2013-11-27,130222802,1230,2,813,34.0554,-118.2702,1
440,2013,2013-11-27,784232137,8155,41,2640,204.3986,-709.6361,6
341,2013,2013-11-27,260547809,1760,5,682,68.0972,-236.5506,2
330,2013,2013-11-27,131120782,1900,11,330,34.1154,-118.2638,1
745,2013,2013-11-27,130124695,1100,1,745,34.0419,-118.2708,1
230,2013,2013-11-27,130222760,2330,2,230,34.059,-118.2736,1
626,2013,2013-11-27,390570160,4280,5,1878,102.1572,-354.8069,3
649,2013,2013-11-27,130222769,1,2,649,34.0515,-118.2615,1
740,2013,2013-11-27,130325052,1450,3,740,34.0282,-118.2749,1
810,2013,2013-11-27,130222784,830,2,810,34.0549,-118.2778,1
624,2013,2013-11-27,782538430,9675,24,3744,204.24599999999998,-709.6598,6
420,2013,2013-11-28,262644583,1860,26,840,68.038,-236.53449999999998,2
740,2013,2013-11-28,130222825,1100,2,740,34.0729,-118.2664,1
320,2013,2013-11-28,130222809,5,2,320,34.0905,-118.2777,1
956,2013,2013-11-28,130222923,905,2,956,34.0507,-118.2776,1
624,2013,2013-11-28,261545156,3350,15,1248,68.0606,-236.5359,2
440,2013,2013-11-28,261445896,2215,14,880,68.10820000000001,-236.548,2
626,2013,2013-11-28,261545131,2960,15,1252,68.06389999999999,-236.5355,2
220,2013,2013-11-28,130222822,1400,2,220,34.0503,-118.2765,1
351,2013,2013-11-28,130222807,100,2,351,34.0599,-118.2655,1
210,2013,2013-11-28,261545147,4125,15,420,68.0845,-236.5361,2
310,2013,2013-11-28,130222808,5,2,310,34.0897,-118.2769,1
354,2013,2013-11-28,131322342,1200,13,354,34.0091,-118.274,1
745,2013,2013-11-28,130222835,1910,2,745,34.0442,-118.2772,1
930,2013,2013-11-29,130222845,145,2,930,34.0648,-118.2696,1
745,2013,2013-11-29,130222848,130,2,745,34.0497,-118.2754,1
330,2013,2013-11-29,521794817,6030,17,1320,136.1711,-473.0707,4
341,2013,2013-11-29,130124781,1430,1,341,34.0423,-118.2666,1
210,2013,2013-11-29,260445732,1120,4,420,68.1106,-236.5532,2
626,2013,2013-11-29,261545255,3870,15,1252,68.06110000000001,-236.5377,2
510,2013,2013-11-29,392867545,6345,28,1530,102.10010000000001,-354.8094,3
442,2013,2013-11-29,261343715,2145,13,884,68.1819,-236.53300000000002,2
310,2013,2013-11-29,391870279,5030,18,930,102.0952,-354.8194,3
956,2013,2013-11-29,130325090,1200,3,956,34.0261,-118.2773,1
420,2013,2013-11-29,260347676,3030,3,840,68.0977,-236.5368,2
440,2013,2013-11-29,130222841,110,2,440,34.065,-118.2666,1
932,2013,2013-11-29,130124777,1345,1,932,34.0423,-118.2666,1
664,2013,2013-11-29,130222875,910,2,664,34.073,-118.264,1
649,2013,2013-11-29,260445753,1900,4,1298,68.132,-236.5376,2
624,2013,2013-11-29,261545232,3855,15,1248,68.07239999999999,-236.553,2
230,2013,2013-11-29,390668578,4880,6,690,102.18359999999998,-354.8068,3
933,2013,2013-11-29,131322376,1910,13,933,34.0112,-118.2704,1
354,2013,2013-11-29,393765553,4200,37,1062,102.15610000000001,-354.8135,3
210,2013,2013-11-30,390668763,4480,6,630,102.15889999999999,-354.809,3
420,2013,2013-11-30,390570650,3230,5,1260,102.1465,-354.8136,3
442,2013,2013-11-30,130222915,1345,2,442,34.0554,-118.2702,1
230,2013,2013-11-30,130222895,2320,2,230,34.0548,-118.2638,1
510,2013,2013-11-30,131322379,2200,13,510,34.0154,-118.2629,1
901,2013,2013-11-30,131322408,1400,13,901,34.0039,-118.2665,1
310,2013,2013-11-30,131322383,815,13,310,34.0067,-118.2617,1
930,2013,2013-11-30,131322400,1,13,930,34.0074,-118.2794,1
440,2013,2013-11-30,390570663,4405,5,1320,102.1499,-354.8115,3
745,2013,2013-11-30,391746834,5030,17,2235,102.1474,-354.80289999999997,3
626,2013,2013-11-30,260445842,3860,4,1252,68.0988,-236.5486,2
330,2013,2013-11-30,261545362,3030,15,660,68.08109999999999,-236.5408,2
354,2013,2013-11-30,261343771,2200,13,708,68.16499999999999,-236.55360000000002,2
480,2013,2013-11-30,131120853,2100,11,480,34.1139,-118.277,1
210,2013,2013-12-01,260347823,3515,3,420,68.11189999999999,-236.5313,2
310,2013,2013-12-01,130223054,2300,2,310,34.0507,-118.2776,1
740,2013,2013-12-01,130325161,2015,3,740,34.0261,-118.2773,1
420,2013,2013-12-01,131120884,2330,11,420,34.0791,-118.2626,1
230,2013,2013-12-01,262623404,2425,26,460,68.0278,-236.5398,2
330,2013,2013-12-01,522889201,5430,28,1320,136.25199999999998,-473.0941,4
331,2013,2013-12-01,131120892,2100,11,331,34.0916,-118.2733,1
624,2013,2013-12-01,520695669,7345,6,2496,136.20680000000002,-473.0739,4
440,2013,2013-12-01,131322434,415,13,440,34.0306,-118.2697,1
354,2013,2013-12-01,130222959,2300,2,354,34.0515,-118.2615,1
626,2013,2013-12-01,520891825,5700,8,2504,136.2473,-473.086,4
510,2013,2013-12-01,261545358,4000,15,1020,68.09899999999999,-236.54930000000002,2
745,2013,2013-12-01,130222961,2320,2,745,34.0625,-118.2714,1
930,2013,2013-12-01,130222939,330,2,930,34.0596,-118.2749,1
354,2013,2013-12-02,391566917,2800,15,1062,102.2342,-354.8224,3
330,2013,2013-12-02,392666383,2610,26,990,102.1901,-354.826,3
341,2013,2013-12-02,130222992,1055,2,341,34.0399,-118.2754,1
888,2013,2013-12-02,130222971,2230,2,888,34.0554,-118.2789,1
210,2013,2013-12-02,130222991,1030,2,210,34.063,-118.2727,1
310,2013,2013-12-02,523193254,6830,31,1240,136.1019,-473.0838,4
624,2013,2013-12-02,390673157,4660,6,1872,102.1209,-354.8184,3
626,2013,2013-12-02,131322464,1740,13,626,34.0075,-118.2618,1
440,2013,2013-12-02,522992904,6200,29,1760,136.1469,-473.0706,4
510,2013,2013-12-02,131322449,2330,13,510,34.0238,-118.2633,1
220,2013,2013-12-02,131120929,1615,11,220,34.0795,-118.2636,1
740,2013,2013-12-02,260249819,1500,2,1480,68.07300000000001,-236.52980000000002,2
480,2013,2013-12-02,130222983,830,2,480,34.0406,-118.2798,1
230,2013,2013-12-02,131322468,1100,13,230,34.0258,-118.2708,1
932,2013,2013-12-03,130124998,2100,1,932,34.0407,-118.26799999999999,1
354,2013,2013-12-03,260348000,2100,3,708,68.1132,-236.53390000000002,2
440,2013,2013-12-03,261545620,2545,15,880,68.06649999999999,-236.5355,2
330,2013,2013-12-03,1046185359,10690,60,2640,272.29409999999996,-946.1746,8
930,2013,2013-12-03,130223059,1755,2,930,34.056999999999995,-118.2779,1
230,2013,2013-12-03,130223012,2310,2,230,34.0534,-118.2788,1
745,2013,2013-12-03,261344078,4445,13,1490,68.19749999999999,-236.5367,2
121,2013,2013-12-03,130223038,900,2,121,34.0477,-118.2794,1
341,2013,2013-12-03,130223061,1200,2,341,34.0504,-118.2722,1
624,2013,2013-12-03,652994777,7035,29,3120,170.3036,-591.3471,5
928,2013,2013-12-03,130125028,1530,1,928,34.0386,-118.2694,1
510,2013,2013-12-03,130223028,1900,2,510,34.0573,-118.2699,1
350,2013,2013-12-03,130223045,940,2,350,34.0596,-118.27,1
761,2013,2013-12-03,130223027,812,2,761,34.061,-118.2615,1
740,2013,2013-12-03,261324288,3550,13,1480,68.2011,-236.5335,2
626,2013,2013-12-03,130325320,1951,3,626,34.0258,-118.2775,1
900,2013,2013-12-03,130223042,1045,2,900,34.0524,-118.2633,1
626,2013,2013-12-04,131121006,250,11,626,34.1362,-118.2703,1
230,2013,2013-12-04,261545640,2055,15,460,68.0637,-236.5438,2
930,2013,2013-12-04,524092849,5240,40,3720,136.12890000000002,-473.051,4
420,2013,2013-12-04,261545787,2600,15,840,68.0978,-236.5444,2
510,2013,2013-12-04,523091346,3960,30,2040,136.1634,-473.08140000000003,4
761,2013,2013-12-04,130125088,830,1,761,34.0499,-118.2614,1
740,2013,2013-12-04,261447661,3000,14,1480,68.055,-236.5396,2
341,2013,2013-12-04,392465165,4460,24,1023,102.31139999999999,-354.79679999999996,3
330,2013,2013-12-04,652813367,8445,27,1650,170.37269999999998,-591.3327,5
251,2013,2013-12-04,130223100,1130,2,251,34.0524,-118.2633,1
236,2013,2013-12-04,131322585,1115,13,236,34.0136,-118.2697,1
745,2013,2013-12-04,130125093,2000,1,745,34.0306,-118.2635,1
440,2013,2013-12-04,913259556,10435,31,3080,238.53610000000003,-827.8854,7
624,2013,2013-12-05,130125147,1015,1,624,34.0352,-118.2654,1
740,2013,2013-12-05,260348307,3990,3,1480,68.1117,-236.5343,2
354,2013,2013-12-05,130223158,800,2,354,34.0795,-118.2729,1
888,2013,2013-12-05,130125217,2245,1,888,34.0451,-118.2604,1
440,2013,2013-12-05,261344248,3060,13,880,68.1822,-236.53730000000002,2
510,2013,2013-12-05,524191036,4930,41,2040,136.1152,-473.0942,4
341,2013,2013-12-05,260548698,2430,5,682,68.08019999999999,-236.5394,2
626,2013,2013-12-05,131323638,2000,13,626,34.0057,-118.2685,1
330,2013,2013-12-05,130325467,1230,3,330,34.0199,-118.2797,1
627,2013,2013-12-05,130223191,1700,2,627,34.0554,-118.2679,1
649,2013,2013-12-05,261344227,2310,13,1298,68.1474,-236.5365,2
230,2013,2013-12-05,130223171,1950,2,230,34.0565,-118.2768,1
420,2013,2013-12-05,262645483,3000,26,840,68.0427,-236.54090000000002,2
210,2013,2013-12-05,390669638,6070,6,630,102.19200000000001,-354.8013,3
230,2013,2013-12-06,130223257,1335,2,230,34.0511,-118.2707,1
510,2013,2013-12-06,260348477,1950,3,1020,68.0916,-236.541,2
649,2013,2013-12-06,130325408,900,3,649,34.0271,-118.2767,1
624,2013,2013-12-06,130223249,1200,2,624,34.0507,-118.2776,1
946,2013,2013-12-06,260446451,2560,4,1892,68.113,-236.5536,2
341,2013,2013-12-06,130223540,1530,2,341,34.0417,-118.275,1
745,2013,2013-12-06,130125232,900,1,745,34.0402,-118.2633,1
420,2013,2013-12-06,261545940,2700,15,840,68.0633,-236.5278,2
901,2013,2013-12-06,131322761,800,13,901,34.0075,-118.2609,1
210,2013,2013-12-06,391567582,5805,15,630,102.24710000000002,-354.8178,3
922,2013,2013-12-06,131322768,1205,13,922,34.0048,-118.2635,1
330,2013,2013-12-06,652716070,7890,26,1650,170.3547,-591.3351,5
740,2013,2013-12-06,260548831,3250,5,1480,68.07589999999999,-236.54489999999998,2
440,2013,2013-12-06,261447981,3650,14,880,68.0641,-236.52100000000002,2
956,2013,2013-12-06,130125289,1155,1,956,34.0462,-118.2628,1
740,2013,2013-12-07,131322751,1800,13,740,34.0235,-118.2626,1
420,2013,2013-12-07,130223277,1700,2,420,34.0692,-118.2792,1
440,2013,2013-12-07,130125331,1640,1,440,34.0451,-118.2604,1
310,2013,2013-12-07,261546004,3400,15,620,68.0738,-236.5531,2
626,2013,2013-12-07,653113768,7095,30,3130,170.27370000000002,-591.3445,5
761,2013,2013-12-07,130223272,2300,2,761,34.0695,-118.2768,1
930,2013,2013-12-07,131322759,1600,13,930,34.0173,-118.275,1
330,2013,2013-12-07,911273285,11230,11,2310,238.3454,-827.8530999999999,7
480,2013,2013-12-07,130125338,1605,1,480,34.0395,-118.2622,1
664,2013,2013-12-07,130126076,1430,1,664,34.043,-118.2606,1
510,2013,2013-12-07,392770790,2505,27,1530,102.0637,-354.7885,3
210,2013,2013-12-07,131322748,1700,13,210,34.0184,-118.2633,1
341,2013,2013-12-08,130325530,2245,3,341,34.0219,-118.28,1
740,2013,2013-12-08,262422158,1785,24,1480,68.14609999999999,-236.52519999999998,2
330,2013,2013-12-08,522870601,1732,28,1320,136.292,-473.0773,4
624,2013,2013-12-08,260250753,3345,2,1248,68.0832,-236.5308,2
480,2013,2013-12-08,130125368,1400,1,480,34.045,-118.264,1
946,2013,2013-12-08,131322834,1230,13,946,34.0192,-118.2738,1
440,2013,2013-12-08,260446610,2405,4,880,68.102,-236.5511,2
860,2013,2013-12-08,131121184,800,11,860,34.1072,-118.277,1
956,2013,2013-12-08,130325500,2156,3,956,34.0219,-118.28,1
745,2013,2013-12-08,261524288,1850,15,1490,68.0943,-236.53719999999998,2
510,2013,2013-12-08,131322790,10,13,510,34.0203,-118.2674,1
626,2013,2013-12-08,390670058,4110,6,1878,102.21630000000002,-354.80510000000004,3
230,2013,2013-12-08,391747622,5550,17,690,102.123,-354.8078,3
121,2013,2013-12-08,130223315,1530,2,121,34.0597,-118.2795,1
662,2013,2013-12-08,130223296,1245,2,662,34.066,-118.2689,1
900,2013,2013-12-08,130223312,930,2,900,34.0562,-118.2673,1
930,2013,2013-12-09,130125390,2100,1,930,34.0365,-118.2659,1
310,2013,2013-12-09,260446696,1640,4,620,68.09989999999999,-236.5488,2
440,2013,2013-12-09,784039414,7980,39,2640,204.38750000000002,-709.6202000000001,6
900,2013,2013-12-09,130223352,1315,2,900,34.0646,-118.26299999999999,1
480,2013,2013-12-09,130223363,100,2,480,34.0627,-118.2773,1
230,2013,2013-12-09,261426389,3390,14,460,68.0475,-236.5408,2
210,2013,2013-12-09,130223366,1540,2,210,34.0512,-118.2787,1
928,2013,2013-12-09,130223350,1100,2,928,34.0478,-118.2711,1
510,2013,2013-12-09,130223334,2100,2,510,34.0473,-118.2784,1
330,2013,2013-12-09,130124665,1400,1,330,34.0423,-118.2666,1
354,2013,2013-12-09,130223342,800,2,354,34.0805,-118.2749,1
350,2013,2013-12-09,130223361,1900,2,350,34.0697,-118.273,1
624,2013,2013-12-09,652216307,7845,21,3120,170.2638,-591.3292,5
946,2013,2013-12-09,260250818,3255,2,1892,68.08959999999999,-236.53369999999998,2
745,2013,2013-12-09,260348804,2375,3,1490,68.1248,-236.54149999999998,2
740,2013,2013-12-09,260526353,1540,5,1480,68.0842,-236.55200000000002,2
888,2013,2013-12-09,131121217,830,11,888,34.082,-118.2694,1
331,2013,2013-12-09,130125393,740,1,331,34.0382,-118.2603,1
230,2013,2013-12-10,260446795,3305,4,460,68.1206,-236.5575,2
441,2013,2013-12-10,130223392,1340,2,441,34.0507,-118.2776,1
626,2013,2013-12-10,260446743,2025,4,1252,68.1349,-236.5525,2
442,2013,2013-12-10,261344631,3930,13,884,68.1884,-236.53300000000002,2
745,2013,2013-12-10,261446911,3330,14,1490,68.117,-236.5476,2
510,2013,2013-12-10,261546224,3600,15,1020,68.0685,-236.5252,2
354,2013,2013-12-10,391670734,3545,16,1062,102.1832,-354.8259,3
310,2013,2013-12-10,390572266,5000,5,930,102.15880000000001,-354.7999,3
440,2013,2013-12-10,652014846,8081,19,2200,170.352,-591.3474,5
946,2013,2013-12-10,130325611,2200,3,946,34.0261,-118.2773,1
624,2013,2013-12-10,260348920,3250,3,1248,68.09530000000001,-236.5317,2
420,2013,2013-12-10,262242486,3700,22,840,68.2248,-236.5418,2
740,2013,2013-12-10,130125452,1500,1,740,34.041,-118.2687,1
888,2013,2013-12-10,130223372,700,2,888,34.0547,-118.2637,1
341,2013,2013-12-11,130125594,1535,1,341,34.0458,-118.2614,1
210,2013,2013-12-11,131101231,1200,11,210,34.1072,-118.277,1
330,2013,2013-12-11,130125593,1400,1,330,34.0423,-118.2631,1
510,2013,2013-12-11,655515159,7730,54,2550,170.1181,-591.3541,5
900,2013,2013-12-11,130223415,125,2,900,34.0596,-118.2749,1
230,2013,2013-12-11,131121271,2050,11,230,34.0835,-118.26,1
626,2013,2013-12-11,260549124,4630,5,1252,68.08840000000001,-236.5518,2
220,2013,2013-12-11,130325666,535,3,220,34.0336,-118.2768,1
310,2013,2013-12-11,130125599,1200,1,310,34.0352,-118.2654,1
440,2013,2013-12-11,261546376,3340,15,880,68.0695,-236.5472,2
624,2013,2013-12-11,391568176,3815,15,1872,102.23509999999999,-354.801,3
420,2013,2013-12-11,131322972,800,13,420,34.001999999999995,-118.274,1
740,2013,2013-12-11,261344723,2700,13,1480,68.1835,-236.5319,2
813,2013,2013-12-11,131121921,1830,11,813,34.1343,-118.26899999999999,1
745,2013,2013-12-11,131121311,1545,11,745,34.1135,-118.2639,1
649,2013,2013-12-11,131322935,1525,13,649,34.0181,-118.2689,1
354,2013,2013-12-11,262242586,2900,22,708,68.2016,-236.546,2
341,2013,2013-12-12,392869608,2950,28,1023,102.09609999999998,-354.811,3
220,2013,2013-12-12,130223475,225,2,220,34.058,-118.2759,1
510,2013,2013-12-12,653316478,8430,32,2550,170.1938,-591.3448999999999,5
761,2013,2013-12-12,131121322,400,11,761,34.0835,-118.26,1
330,2013,2013-12-12,521993482,5100,19,1320,136.20159999999998,-473.0925,4
626,2013,2013-12-12,131121352,1200,11,626,34.1087,-118.2695,1
210,2013,2013-12-12,262646064,3550,26,420,68.01689999999999,-236.5357,2
350,2013,2013-12-12,130223457,1645,2,350,34.0689,-118.2677,1
440,2013,2013-12-12,652221410,7130,21,2200,170.2075,-591.3351,5
310,2013,2013-12-12,261546530,2970,15,620,68.0723,-236.5394,2
740,2013,2013-12-12,130223495,1200,2,740,34.0746,-118.2707,1
442,2013,2013-12-12,261344853,3505,13,884,68.18610000000001,-236.5377,2
745,2013,2013-12-12,260446984,3400,4,1490,68.11250000000001,-236.5423,2
420,2013,2013-12-12,391770026,4165,17,1260,102.1219,-354.8184,3
354,2013,2013-12-12,130223536,1300,2,354,34.063,-118.2727,1
930,2013,2013-12-12,131101236,1100,11,930,34.0966,-118.2749,1
946,2013,2013-12-12,130223514,1430,2,946,34.0664,-118.2697,1
210,2013,2013-12-13,130223553,2230,2,210,34.0544,-118.2767,1
648,2013,2013-12-13,130223648,1305,2,648,34.0534,-118.2745,1
900,2013,2013-12-13,130223575,445,2,900,34.0744,-118.2617,1
623,2013,2013-12-13,260447109,90,4,1246,68.1034,-236.5326,2
442,2013,2013-12-13,130223585,1450,2,442,34.0554,-118.2702,1
755,2013,2013-12-13,130125709,945,1,755,34.0473,-118.2601,1
237,2013,2013-12-13,130223602,2100,2,237,34.076,-118.27600000000001,1
745,2013,2013-12-13,130101360,1700,1,745,34.035,-118.2607,1
510,2013,2013-12-13,130223527,1635,2,510,34.0642,-118.2771,1
440,2013,2013-12-13,522689918,5960,26,1760,136.3331,-473.0674,4
354,2013,2013-12-13,261648866,3630,16,708,68.0524,-236.5445,2
930,2013,2013-12-13,130223597,1100,2,930,34.0707,-118.2795,1
230,2013,2013-12-13,261524570,2860,15,460,68.0587,-236.5393,2
330,2013,2013-12-13,652021811,6730,19,1650,170.20569999999998,-591.3338,5
626,2013,2013-12-13,521873209,5060,18,2504,136.1592,-473.08299999999997,4
624,2013,2013-12-13,392466334,5960,24,1872,102.2717,-354.8082,3
745,2013,2013-12-14,260524797,4495,5,1490,68.0886,-236.5439,2
440,2013,2013-12-14,261649000,1931,16,880,68.0483,-236.53820000000002,2
310,2013,2013-12-14,261546752,4130,15,620,68.0933,-236.5345,2
354,2013,2013-12-14,131121402,800,11,354,34.1041,-118.2734,1
930,2013,2013-12-14,130223618,1000,2,930,34.0673,-118.2641,1
341,2013,2013-12-14,131121420,1455,11,341,34.0882,-118.2698,1
740,2013,2013-12-14,130223606,245,2,740,34.056999999999995,-118.2779,1
626,2013,2013-12-14,131323125,310,13,626,34.0007,-118.2696,1
763,2013,2013-12-14,130223616,1900,2,763,34.0613,-118.2689,1
230,2013,2013-12-14,130101361,310,1,230,34.0499,-118.2614,1
761,2013,2013-12-14,130223626,40,2,761,34.046,-118.2799,1
901,2013,2013-12-14,130223608,50,2,901,34.0613,-118.2738,1
330,2013,2013-12-14,781848241,6320,17,1980,204.3023,-709.5909000000001,6
510,2013,2013-12-14,130223610,1800,2,510,34.0609,-118.26,1
420,2013,2013-12-14,130125790,1900,1,420,34.0349,-118.2669,1
740,2013,2013-12-15,131323208,1620,13,740,34.0286,-118.2622,1
624,2013,2013-12-15,652297755,9390,22,3120,170.25220000000002,-591.3629000000001,5
626,2013,2013-12-15,391770578,5000,17,1878,102.1041,-354.8224,3
220,2013,2013-12-15,131323218,1700,13,220,34.0048,-118.2652,1
310,2013,2013-12-15,261546931,2920,15,620,68.0687,-236.5438,2
351,2013,2013-12-15,130325802,2215,3,351,34.0219,-118.28,1
330,2013,2013-12-15,521792456,6545,17,1320,136.29359999999997,-473.08039999999994,4
210,2013,2013-12-15,391770571,2660,17,630,102.1294,-354.8267,3
341,2013,2013-12-15,260447337,3000,4,682,68.11359999999999,-236.54360000000003,2
510,2013,2013-12-15,261546820,2045,15,1020,68.0704,-236.5345,2
440,2013,2013-12-15,261649082,3315,16,880,68.0401,-236.55689999999998,2
121,2013,2013-12-15,130223681,200,2,121,34.0534,-118.2745,1
230,2013,2013-12-15,261546892,2900,15,460,68.0719,-236.5421,2
745,2013,2013-12-15,131121469,1230,11,745,34.0836,-118.2627,1
740,2013,2013-12-16,130125860,2330,1,740,34.0454,-118.2657,1
320,2013,2013-12-16,131323298,710,13,320,34.0091,-118.274,1
624,2013,2013-12-16,521894910,6470,18,2496,136.227,-473.0892,4
626,2013,2013-12-16,520894821,2545,8,2504,136.2469,-473.0974,4
210,2013,2013-12-16,260447430,3340,4,420,68.124,-236.5448,2
331,2013,2013-12-16,131323277,2200,13,331,34.001999999999995,-118.274,1
510,2013,2013-12-16,524193458,5875,41,2040,136.1368,-473.0895,4
930,2013,2013-12-16,261546999,3355,15,1860,68.0723,-236.5444,2
354,2013,2013-12-16,130125882,1000,1,354,34.0423,-118.2631,1
310,2013,2013-12-16,784641049,7436,45,1860,204.22150000000002,-709.6207999999999,6
350,2013,2013-12-16,130223710,1500,2,350,34.0673,-118.2641,1
330,2013,2013-12-16,520894788,6740,8,1320,136.2697,-473.09139999999996,4
745,2013,2013-12-16,261546951,3530,15,1490,68.0892,-236.5384,2
341,2013,2013-12-16,130223719,1030,2,341,34.0462,-118.27600000000001,1
664,2013,2013-12-16,130125877,1400,1,664,34.0401,-118.2668,1
440,2013,2013-12-16,130223714,1125,2,440,34.0527,-118.2685,1
740,2013,2013-12-17,130223777,1800,2,740,34.0586,-118.2691,1
624,2013,2013-12-17,1042869635,12420,27,4992,272.36479999999995,-946.1524,8
888,2013,2013-12-17,130223750,2235,2,888,34.0599,-118.2655,1
745,2013,2013-12-17,131323337,500,13,745,34.0144,-118.2705,1
354,2013,2013-12-17,261345371,3000,13,708,68.14920000000001,-236.5398,2
230,2013,2013-12-17,392668696,5705,26,690,102.1677,-354.79330000000004,3
930,2013,2013-12-17,130223749,2000,2,930,34.0388,-118.2786,1
820,2013,2013-12-17,131323347,1930,13,820,34.0112,-118.2704,1
946,2013,2013-12-17,131323302,2230,13,946,34.0075,-118.2775,1
649,2013,2013-12-17,262646815,901,26,1298,68.03819999999999,-236.5292,2
440,2013,2013-12-17,260349736,2475,3,880,68.103,-236.5391,2
626,2013,2013-12-17,391770933,5010,17,1878,102.11410000000001,-354.8263,3
341,2013,2013-12-17,262444939,2830,24,682,68.1077,-236.5411,2
330,2013,2013-12-17,131121573,1030,11,330,34.0921,-118.264,1
310,2013,2013-12-17,523790240,6530,37,1240,136.2849,-473.0965,4
510,2013,2013-12-17,520797258,4260,7,2040,136.1645,-473.0884,4
624,2013,2013-12-18,393970132,5685,39,1872,102.05090000000001,-354.8116,3
440,2013,2013-12-18,522996625,5095,29,1760,136.1567,-473.05949999999996,4
442,2013,2013-12-18,130101358,2340,1,442,34.0451,-118.2604,1
341,2013,2013-12-18,260549943,3900,5,682,68.0736,-236.5463,2
330,2013,2013-12-18,651919042,7070,18,1650,170.31349999999998,-591.354,5
236,2013,2013-12-18,130126008,830,1,236,34.0357,-118.2663,1
310,2013,2013-12-18,130223839,1200,2,310,34.0509,-118.2642,1
745,2013,2013-12-18,131323411,1350,13,745,34.0265,-118.2723,1
930,2013,2013-12-18,130223827,1400,2,930,34.0648,-118.2761,1
626,2013,2013-12-18,131323364,1930,13,626,34.0057,-118.274,1
901,2013,2013-12-18,130223858,1658,2,901,34.0667,-118.2728,1
510,2013,2013-12-18,261547142,3930,15,1020,68.06269999999999,-236.55079999999998,2
210,2013,2013-12-18,390675890,4565,6,630,102.1246,-354.8128,3
354,2013,2013-12-18,130223820,1215,2,354,34.0784,-118.2792,1
420,2013,2013-12-18,260252027,2100,2,840,68.0813,-236.52159999999998,2
740,2013,2013-12-18,131323389,2030,13,740,34.0111,-118.28,1
900,2013,2013-12-18,130223816,915,2,900,34.0695,-118.2768,1
649,2013,2013-12-19,131323507,600,13,649,34.0316,-118.2657,1
320,2013,2013-12-19,131323468,1930,13,320,34.0208,-118.2643,1
210,2013,2013-12-19,260652212,3282,6,420,68.0478,-236.5559,2
624,2013,2013-12-19,390671602,3180,6,1872,102.1632,-354.7976,3
901,2013,2013-12-19,260447740,3175,4,1802,68.1517,-236.5398,2
900,2013,2013-12-19,130223936,825,2,900,34.0591,-118.2635,1
626,2013,2013-12-19,260447735,3050,4,1252,68.113,-236.5536,2
420,2013,2013-12-19,130223862,2300,2,420,34.0702,-118.274,1
310,2013,2013-12-19,392668985,2050,26,930,102.1947,-354.8067,3
946,2013,2013-12-19,130223864,1000,2,946,34.0602,-118.2628,1
648,2013,2013-12-19,130223840,115,2,648,34.0644,-118.2686,1
341,2013,2013-12-19,261247753,2700,12,682,68.1506,-236.5434,2
230,2013,2013-12-19,131323463,930,13,230,34.0306,-118.2697,1
354,2013,2013-12-19,130223856,1005,2,354,34.0594,-118.2644,1
886,2013,2013-12-19,131121656,130,11,886,34.0858,-118.2741,1
330,2013,2013-12-19,391471575,5060,14,990,102.2039,-354.80310000000003,3
442,2013,2013-12-19,130223861,1510,2,442,34.0554,-118.2702,1
510,2013,2013-12-19,393768474,2615,37,1530,102.1259,-354.8133,3
440,2013,2013-12-19,130223879,1100,2,440,34.0597,-118.2795,1
928,2013,2013-12-19,131121674,730,11,928,34.0937,-118.2781,1
121,2013,2013-12-19,130224333,500,2,121,34.0656,-118.2678,1
930,2013,2013-12-20,131323474,740,13,930,34.0092,-118.2652,1
510,2013,2013-12-20,391673510,3410,16,1530,102.10679999999999,-354.8129,3
946,2013,2013-12-20,130223896,1545,2,946,34.0496,-118.2677,1
440,2013,2013-12-20,1173810753,11130,36,3960,306.66700000000003,-1064.4251000000002,9
662,2013,2013-12-20,130126394,1700,1,662,34.0451,-118.2604,1
745,2013,2013-12-20,391771307,4430,17,2235,102.13419999999999,-354.81550000000004,3
420,2013,2013-12-20,391569507,5545,15,1260,102.2223,-354.7888,3
812,2013,2013-12-20,130223901,1,2,812,34.0435,-118.2789,1
330,2013,2013-12-20,261247902,3850,12,660,68.1602,-236.5321,2
668,2013,2013-12-20,131323481,2359,13,668,34.0344,-118.272,1
341,2013,2013-12-20,130326277,1200,3,341,34.0264,-118.27799999999999,1
121,2013,2013-12-20,131121718,145,11,121,34.1147,-118.2736,1
888,2013,2013-12-20,130126197,1930,1,888,34.0451,-118.2604,1
434,2013,2013-12-20,130223919,1855,2,434,34.0473,-118.2784,1
230,2013,2013-12-20,131323480,1715,13,230,34.0248,-118.2715,1
210,2013,2013-12-20,391771310,3200,17,630,102.12109999999998,-354.81669999999997,3
624,2013,2013-12-20,913766448,13010,36,4368,238.27859999999998,-827.8896,7
440,2013,2013-12-21,260447903,3438,4,880,68.131,-236.5435,2
420,2013,2013-12-21,130223958,1000,2,420,34.0561,-118.2653,1
310,2013,2013-12-21,131323559,2250,13,310,34.0018,-118.26,1
624,2013,2013-12-21,390574136,3305,5,1872,102.15700000000001,-354.7866,3
745,2013,2013-12-21,260447873,3840,4,1490,68.1268,-236.53,2
