Crime Code,year,date_reported,DR_NO,TIME OCC,AREA ,Crm Cd,LAT,LON,Crime Count
341,2010,2010-01-26,201611298,1860,16,682,68.0355,-236.5557,2
210,2010,2010-01-26,302616621,6290,26,630,102.1625,-354.8302,3
310,2010,2010-01-26,200410697,3040,4,620,68.1039,-236.5423,2
510,2010,2010-01-26,301716411,4475,17,1530,102.1191,-354.8215,3
740,2010,2010-01-26,100205378,1800,2,740,34.0664,-118.2697,1
761,2010,2010-01-26,100205358,1445,2,761,34.0438,-118.2761,1
230,2010,2010-01-26,101305724,1800,13,230,34.0196,-118.2679,1
860,2010,2010-01-26,100205343,1030,2,860,34.061,-118.2615,1
350,2010,2010-01-26,100105347,1800,1,350,34.0355,-118.2714,1
330,2010,2010-01-26,201511108,2200,15,660,68.08529999999999,-236.5433,2
888,2010,2010-01-26,100105371,1650,1,888,34.0437,-118.2652,1
220,2010,2010-01-26,100205375,1640,2,220,34.066,-118.2689,1
110,2010,2010-01-26,101305764,2037,13,110,34.0149,-118.274,1
626,2010,2010-01-26,200410671,156,4,1252,68.113,-236.5326,2
440,2010,2010-01-26,101105506,350,11,440,34.0805,-118.2704,1
354,2010,2010-01-26,101105520,430,11,354,34.1371,-118.2716,1
626,2010,2010-01-27,200410785,2645,4,1252,68.10470000000001,-236.54840000000002,2
930,2010,2010-01-27,201511277,3410,15,1860,68.0687,-236.5348,2
627,2010,2010-01-27,100200531,800,2,627,34.0593,-118.2719,1
900,2010,2010-01-27,202411369,1235,24,1800,68.0958,-236.54289999999997,2
888,2010,2010-01-27,100105437,1000,1,888,34.0317,-118.2641,1
510,2010,2010-01-27,101105583,2030,11,510,34.08,-118.2647,1
740,2010,2010-01-27,604433414,10580,44,4440,204.36219999999997,-709.6,6
440,2010,2010-01-27,200410817,3035,4,880,68.1206,-236.53640000000001,2
354,2010,2010-01-27,100105425,1500,1,354,34.0342,-118.2636,1
341,2010,2010-01-27,101105600,1800,11,341,34.1078,-118.2636,1
320,2010,2010-01-27,101305772,145,13,320,34.0213,-118.2696,1
330,2010,2010-01-27,100105433,1335,1,330,34.0423,-118.2666,1
210,2010,2010-01-27,100205406,1640,2,210,34.0549,-118.2614,1
420,2010,2010-01-27,100205389,1700,2,420,34.0492,-118.2742,1
812,2010,2010-01-27,100200530,1800,2,812,34.0593,-118.2719,1
745,2010,2010-01-27,101105569,145,11,745,34.108000000000004,-118.2719,1
330,2010,2010-01-28,503923009,7130,39,1650,170.3425,-591.3491,5
230,2010,2010-01-28,100205478,1942,2,230,34.0585,-118.2725,1
442,2010,2010-01-28,100205468,1030,2,442,34.0534,-118.2745,1
745,2010,2010-01-28,100205476,1300,2,745,34.0462,-118.2738,1
210,2010,2010-01-28,100205475,1600,2,210,34.0637,-118.2638,1
930,2010,2010-01-28,100205441,1050,2,930,34.0678,-118.2728,1
341,2010,2010-01-28,100205482,1600,2,341,34.0773,-118.2677,1
740,2010,2010-01-28,202411527,3020,24,1480,68.1468,-236.53019999999998,2
649,2010,2010-01-28,101105621,2047,11,649,34.1265,-118.2628,1
510,2010,2010-01-28,201511286,2660,15,1020,68.0747,-236.53109999999998,2
354,2010,2010-01-28,100205492,1555,2,354,34.053000000000004,-118.2648,1
624,2010,2010-01-28,300616416,4485,6,1872,102.1948,-354.82450000000006,3
310,2010,2010-01-28,301716895,3355,17,930,102.1204,-354.8174,3
331,2010,2010-01-28,101305853,1350,13,331,34.0228,-118.2729,1
626,2010,2010-01-28,101305871,1930,13,626,34.0082,-118.274,1
821,2010,2010-01-28,101305837,45,13,821,34.0131,-118.2668,1
761,2010,2010-01-28,100105489,1930,1,761,34.0379,-118.2682,1
440,2010,2010-01-29,101306007,1357,13,440,34.0202,-118.2761,1
438,2010,2010-01-29,100205516,1130,2,438,34.0689,-118.2783,1
745,2010,2010-01-29,202411620,4115,24,1490,68.1077,-236.5405,2
624,2010,2010-01-29,603433913,8800,34,3744,204.2635,-709.6221999999999,6
480,2010,2010-01-29,100205557,1730,2,480,34.0847,-118.2745,1
740,2010,2010-01-29,301717002,5445,17,2220,102.1097,-354.8227,3
210,2010,2010-01-29,100205548,1600,2,210,34.0529,-118.2733,1
946,2010,2010-01-29,100205500,730,2,946,34.0597,-118.2795,1
121,2010,2010-01-29,100105522,800,1,121,34.0401,-118.2668,1
510,2010,2010-01-29,604133840,11245,41,3060,204.3819,-709.6129,6
341,2010,2010-01-29,100105529,2300,1,341,34.0444,-118.2628,1
331,2010,2010-01-29,100205518,1700,2,331,34.0531,-118.2694,1
626,2010,2010-01-29,200411109,3825,4,1252,68.1115,-236.5356,2
354,2010,2010-01-29,201311248,1201,13,708,68.15469999999999,-236.5549,2
350,2010,2010-01-29,101305925,1800,13,350,34.001,-118.274,1
753,2010,2010-01-29,101305934,2255,13,753,34.0003,-118.2608,1
930,2010,2010-01-29,101105682,900,11,930,34.0804,-118.2684,1
420,2010,2010-01-29,302617118,3430,26,1260,102.16910000000001,-354.8043,3
330,2010,2010-01-29,301716950,4600,17,990,102.1486,-354.8037,3
649,2010,2010-01-29,101305899,1115,13,649,34.0038,-118.274,1
310,2010,2010-01-29,101105730,830,11,310,34.1092,-118.2714,1
745,2010,2010-01-30,100205730,300,2,745,34.0605,-118.2694,1
626,2010,2010-01-30,505029031,8285,50,3130,170.2938,-591.3664,5
753,2010,2010-01-30,101100614,1510,11,753,34.114000000000004,-118.2601,1
624,2010,2010-01-30,803745531,9695,37,4992,272.4584,-946.1662999999999,8
420,2010,2010-01-30,100205585,230,2,420,34.0754,-118.2648,1
330,2010,2010-01-30,301617227,6530,16,990,102.186,-354.82370000000003,3
210,2010,2010-01-30,603428887,7315,34,1260,204.27339999999998,-709.6354,6
440,2010,2010-01-30,202411726,2860,24,880,68.12469999999999,-236.5469,2
510,2010,2010-01-30,403123256,6065,31,2040,136.0895,-473.088,4
900,2010,2010-01-30,200411209,3645,4,1800,68.1159,-236.531,2
331,2010,2010-01-30,101305951,1400,13,331,34.0205,-118.27,1
341,2010,2010-01-30,400822710,5455,8,1364,136.1918,-473.08169999999996,4
220,2010,2010-01-30,101305953,1000,13,220,34.0057,-118.2715,1
740,2010,2010-01-30,301316879,2065,13,2220,102.1447,-354.79139999999995,3
812,2010,2010-01-31,101105807,1830,11,812,34.1056,-118.2728,1
235,2010,2010-01-31,101306001,1300,13,235,34.0073,-118.2728,1
510,2010,2010-01-31,404023650,3260,40,2040,136.17749999999998,-473.067,4
930,2010,2010-01-31,101105811,1000,11,930,34.1195,-118.2681,1
237,2010,2010-01-31,101105810,1830,11,237,34.1056,-118.2728,1
956,2010,2010-01-31,100205642,100,2,956,34.0648,-118.2696,1
624,2010,2010-01-31,503123867,7305,31,3120,170.1747,-591.3448999999999,5
860,2010,2010-01-31,100205659,1830,2,860,34.051,-118.2687,1
230,2010,2010-01-31,401922918,3450,19,920,136.23340000000002,-473.08570000000003,4
354,2010,2010-01-31,101105799,1400,11,354,34.0965,-118.2732,1
210,2010,2010-01-31,403023289,3460,30,840,136.1961,-473.076,4
626,2010,2010-01-31,300616938,5530,6,1878,102.1585,-354.8197,3
330,2010,2010-01-31,502728489,10175,27,1650,170.3313,-591.3133,5
740,2010,2010-01-31,202411796,2200,24,1480,68.09649999999999,-236.5321,2
331,2010,2010-01-31,101306021,1350,13,331,34.02,-118.2648,1
341,2010,2010-01-31,200211245,3000,2,682,68.0874,-236.5366,2
745,2010,2010-01-31,200411268,1625,4,1490,68.1375,-236.5367,2
354,2010,2010-02-01,202411975,3035,24,708,68.1106,-236.554,2
510,2010,2010-02-01,303717939,3940,37,1530,102.10329999999999,-354.8097,3
740,2010,2010-02-01,200411394,3430,4,1480,68.1134,-236.5531,2
745,2010,2010-02-01,401923173,6600,19,2980,136.2305,-473.098,4
420,2010,2010-02-01,101105884,2230,11,420,34.1092,-118.2714,1
230,2010,2010-02-01,200411420,2955,4,460,68.1159,-236.55689999999998,2
888,2010,2010-02-01,100205711,1400,2,888,34.0455,-118.2765,1
341,2010,2010-02-01,100100575,1720,1,341,34.0437,-118.2652,1
624,2010,2010-02-01,101306093,2100,13,624,34.0029,-118.2718,1
330,2010,2010-02-01,704340588,8140,43,2310,238.50939999999997,-827.8991999999998,7
442,2010,2010-02-01,200411395,2670,4,884,68.11269999999999,-236.5401,2
210,2010,2010-02-01,100205714,1200,2,210,34.0767,-118.2754,1
930,2010,2010-02-02,201511898,2830,15,1860,68.07679999999999,-236.5399,2
230,2010,2010-02-02,200411523,3660,4,460,68.0946,-236.54,2
310,2010,2010-02-02,201511894,2730,15,620,68.0601,-236.5432,2
330,2010,2010-02-02,302718215,4900,27,990,102.1354,-354.8075,3
626,2010,2010-02-02,200411500,1985,4,1252,68.113,-236.53539999999998,2
761,2010,2010-02-02,101306164,1300,13,761,34.0132,-118.2603,1
354,2010,2010-02-02,100205743,1500,2,354,34.0779,-118.2617,1
762,2010,2010-02-02,100205771,1,2,762,34.0597,-118.2795,1
624,2010,2010-02-02,201511868,2070,15,1248,68.0968,-236.5403,2
210,2010,2010-02-02,301717676,4835,17,630,102.1178,-354.8146,3
420,2010,2010-02-02,101306139,1130,13,420,34.0247,-118.2734,1
442,2010,2010-02-02,100205760,1925,2,442,34.0573,-118.2699,1
815,2010,2010-02-02,100205758,1015,2,815,34.058,-118.2715,1
341,2010,2010-02-02,100205757,2145,2,341,34.0492,-118.2742,1
440,2010,2010-02-02,101105929,1300,11,440,34.1128,-118.2679,1
745,2010,2010-02-02,100205731,840,2,745,34.0625,-118.2609,1
510,2010,2010-02-02,403723636,7145,37,2040,136.28889999999998,-473.0746,4
946,2010,2010-02-02,100205734,840,2,946,34.0703,-118.26799999999999,1
343,2010,2010-02-02,101105931,1350,11,343,34.1265,-118.2628,1
956,2010,2010-02-02,100205765,1400,2,956,34.076,-118.2737,1
860,2010,2010-02-03,200411613,2230,4,1720,68.1263,-236.5355,2
930,2010,2010-02-03,101306206,1700,13,930,34.0092,-118.2692,1
231,2010,2010-02-03,202612379,44,26,462,68.0326,-236.5248,2
442,2010,2010-02-03,100205795,1225,2,442,34.0573,-118.2699,1
626,2010,2010-02-03,200311567,2175,3,1252,68.0878,-236.538,2
236,2010,2010-02-03,100105790,2145,1,236,34.0371,-118.2672,1
354,2010,2010-02-03,200411627,1830,4,708,68.1414,-236.55180000000001,2
812,2010,2010-02-03,101306241,2300,13,812,34.0102,-118.2633,1
510,2010,2010-02-03,202612371,2045,26,1020,68.0253,-236.52429999999998,2
928,2010,2010-02-03,100105720,1030,1,928,34.0317,-118.2641,1
624,2010,2010-02-03,200411616,1930,4,1248,68.14750000000001,-236.5549,2
210,2010,2010-02-03,200411600,3950,4,420,68.1189,-236.52859999999998,2
310,2010,2010-02-03,201311804,3159,13,620,68.1777,-236.5562,2
330,2010,2010-02-03,201311788,1516,13,660,68.1666,-236.5448,2
440,2010,2010-02-03,200412009,3730,4,880,68.0739,-236.536,2
341,2010,2010-02-03,100105791,1300,1,341,34.0416,-118.262,1
230,2010,2010-02-03,301717786,4130,17,690,102.119,-354.80539999999996,3
220,2010,2010-02-04,101306307,1930,13,220,34.0243,-118.2704,1
624,2010,2010-02-04,500929321,5835,9,3120,170.3242,-591.3494000000001,5
520,2010,2010-02-04,101306316,2250,13,520,34.0002,-118.2718,1
740,2010,2010-02-04,302618190,5160,26,2220,102.2218,-354.8131,3
900,2010,2010-02-04,100205856,1610,2,900,34.0462,-118.27600000000001,1
341,2010,2010-02-04,201311896,2330,13,682,68.17330000000001,-236.5381,2
420,2010,2010-02-04,100205872,100,2,420,34.0804,-118.2791,1
230,2010,2010-02-04,202612516,1960,26,460,68.0153,-236.5343,2
813,2010,2010-02-04,101306273,820,13,813,34.0112,-118.26799999999999,1
210,2010,2010-02-04,202412293,3815,24,420,68.1265,-236.5395,2
310,2010,2010-02-04,201311901,3130,13,620,68.1322,-236.5505,2
330,2010,2010-02-04,503729706,8460,37,1650,170.46110000000002,-591.365,5
648,2010,2010-02-04,100205843,2311,2,648,34.0825,-118.2753,1
442,2010,2010-02-04,100205864,1400,2,442,34.0585,-118.2724,1
626,2010,2010-02-04,300617561,3700,6,1878,102.183,-354.8215,3
930,2010,2010-02-04,200311681,2160,3,1860,68.09219999999999,-236.53410000000002,2
510,2010,2010-02-04,100205846,1500,2,510,34.0585,-118.2725,1
946,2010,2010-02-04,404124735,6405,41,3784,136.1062,-473.0947,4
440,2010,2010-02-04,505330903,6618,53,2200,170.0908,-591.3271,5
354,2010,2010-02-04,100205853,1200,2,354,34.0629,-118.2754,1
510,2010,2010-02-05,403724368,6185,37,2040,136.3363,-473.084,4
900,2010,2010-02-05,101306408,1735,13,900,34.0073,-118.2784,1
320,2010,2010-02-05,101106102,300,11,320,34.0972,-118.2757,1
624,2010,2010-02-05,504431333,8220,44,3120,170.1059,-591.3409999999999,5
354,2010,2010-02-05,402924768,3930,29,1416,136.2175,-473.0775,4
745,2010,2010-02-05,100205912,1310,2,745,34.0488,-118.2775,1
812,2010,2010-02-05,201512275,2900,15,1624,68.0621,-236.53660000000002,2
210,2010,2010-02-05,101306356,1540,13,210,34.0236,-118.2709,1
753,2010,2010-02-05,100205914,1600,2,753,34.0576,-118.2626,1
310,2010,2010-02-05,202212166,1245,22,620,68.21600000000001,-236.5398,2
626,2010,2010-02-05,201311974,3120,13,1252,68.1516,-236.5417,2
440,2010,2010-02-05,301518098,5555,15,1320,102.1028,-354.7984,3
230,2010,2010-02-05,401924101,6560,19,920,136.1882,-473.0838,4
330,2010,2010-02-05,101106110,1630,11,330,34.0791,-118.2626,1
310,2010,2010-02-06,201412531,2005,14,620,68.1134,-236.54059999999998,2
624,2010,2010-02-06,502024963,5015,20,3120,170.22820000000002,-591.3568,5
510,2010,2010-02-06,403724628,5410,37,2040,136.2797,-473.0666,4
220,2010,2010-02-06,100205994,2100,2,220,34.0564,-118.2661,1
354,2010,2010-02-06,101106182,700,11,354,34.0998,-118.2726,1
420,2010,2010-02-06,201312100,4085,13,840,68.1757,-236.5356,2
341,2010,2010-02-06,101306437,1200,13,341,34.0092,-118.2652,1
442,2010,2010-02-06,300617923,4475,6,1326,102.1631,-354.8122,3
230,2010,2010-02-06,404125377,5880,41,920,136.078,-473.0896,4
745,2010,2010-02-06,200311879,4130,3,1490,68.1093,-236.5304,2
626,2010,2010-02-06,301718435,4995,17,1878,102.1284,-354.80809999999997,3
662,2010,2010-02-06,100205975,1100,2,662,34.0534,-118.2745,1
410,2010,2010-02-06,100205939,2100,2,410,34.0686,-118.2746,1
440,2010,2010-02-06,100306429,1700,3,440,34.0328,-118.2785,1
330,2010,2010-02-06,301412586,3890,14,990,102.211,-354.8119,3
946,2010,2010-02-07,101106424,1850,11,946,34.0808,-118.2655,1
626,2010,2010-02-07,100306451,1725,3,626,34.0359,-118.2753,1
230,2010,2010-02-07,101306498,1445,13,230,34.0082,-118.2762,1
210,2010,2010-02-07,201212162,3110,12,420,68.1347,-236.54149999999998,2
440,2010,2010-02-07,100206040,1500,2,440,34.0667,-118.2703,1
951,2010,2010-02-07,100206015,37,2,951,34.053000000000004,-118.2648,1
900,2010,2010-02-07,101306540,1554,13,900,34.0177,-118.2638,1
420,2010,2010-02-07,201512512,2500,15,840,68.0606,-236.5395,2
745,2010,2010-02-07,302819025,5240,28,2235,102.0844,-354.8089,3
330,2010,2010-02-07,605937396,11290,59,1980,204.52710000000002,-709.6115000000001,6
510,2010,2010-02-07,401924544,5000,19,2040,136.2325,-473.0984,4
310,2010,2010-02-07,101106204,2100,11,310,34.1178,-118.2611,1
940,2010,2010-02-07,111313563,1000,13,940,34.0038,-118.2783,1
624,2010,2010-02-07,504225530,2895,42,3120,170.1506,-591.3319,5
354,2010,2010-02-07,100206017,1433,2,354,34.0604,-118.2744,1
745,2010,2010-02-08,302518741,2915,25,2235,102.189,-354.8035,3
341,2010,2010-02-08,100106011,1630,1,341,34.0381,-118.2629,1
626,2010,2010-02-08,301518426,2355,15,1878,102.22829999999999,-354.82239999999996,3
946,2010,2010-02-08,100206104,1300,2,946,34.058,-118.2759,1
310,2010,2010-02-08,503031103,8075,30,1550,170.31750000000002,-591.3478,5
740,2010,2010-02-08,101106228,40,11,740,34.0805,-118.2704,1
210,2010,2010-02-08,201512600,1785,15,420,68.0701,-236.5421,2
420,2010,2010-02-08,202613038,2030,26,840,68.0326,-236.5384,2
354,2010,2010-02-08,101106256,100,11,354,34.0798,-118.2602,1
510,2010,2010-02-08,200412130,3100,4,1020,68.1244,-236.53719999999998,2
623,2010,2010-02-08,100206118,1915,2,623,34.0579,-118.2711,1
930,2010,2010-02-08,100206106,1,2,930,34.0847,-118.2762,1
900,2010,2010-02-08,201512657,3240,15,1800,68.083,-236.5308,2
350,2010,2010-02-08,100206113,1540,2,350,34.0512,-118.2787,1
624,2010,2010-02-08,403019213,5310,30,2496,136.1428,-473.0776,4
330,2010,2010-02-08,402624664,5435,26,1320,136.3756,-473.0715,4
930,2010,2010-02-09,100306602,945,3,930,34.0271,-118.2767,1
330,2010,2010-02-09,403525189,7360,35,1320,136.3703,-473.08880000000005,4
901,2010,2010-02-09,100206157,1522,2,901,34.053000000000004,-118.2648,1
341,2010,2010-02-09,403725440,2302,37,1364,136.2851,-473.0903,4
624,2010,2010-02-09,300618550,4040,6,1872,102.18100000000001,-354.80310000000003,3
510,2010,2010-02-09,101306563,2100,13,510,34.0002,-118.2718,1
745,2010,2010-02-09,201512811,3030,15,1490,68.0744,-236.5386,2
320,2010,2010-02-09,100206156,1130,2,320,34.0599,-118.2682,1
654,2010,2010-02-09,100206169,1730,2,654,34.0573,-118.2699,1
660,2010,2010-02-09,100206166,1120,2,660,34.0601,-118.2761,1
331,2010,2010-02-09,200412316,3835,4,662,68.1046,-236.55309999999997,2
821,2010,2010-02-09,100206175,1700,2,821,34.0601,-118.2761,1
888,2010,2010-02-09,100206153,1305,2,888,34.0407,-118.2773,1
210,2010,2010-02-09,100206148,1500,2,210,34.0591,-118.2635,1
740,2010,2010-02-09,201312488,3215,13,1480,68.17099999999999,-236.5507,2
310,2010,2010-02-09,401724852,4280,17,1240,136.3116,-473.09719999999993,4
330,2010,2010-02-10,200306840,2625,3,660,68.0961,-236.5315,2
341,2010,2010-02-10,201512918,3000,15,682,68.0598,-236.5391,2
251,2010,2010-02-10,100206265,1630,2,251,34.0423,-118.2771,1
420,2010,2010-02-10,200412489,2145,4,840,68.10679999999999,-236.5439,2
745,2010,2010-02-10,300518738,3000,5,2235,102.18849999999998,-354.81120000000004,3
210,2010,2010-02-10,201512971,3660,15,420,68.0759,-236.53719999999998,2
946,2010,2010-02-10,201512907,3205,15,1892,68.0624,-236.5307,2
761,2010,2010-02-10,100200535,615,2,761,34.0609,-118.27799999999999,1
624,2010,2010-02-10,100206285,1930,2,624,34.0515,-118.2615,1
956,2010,2010-02-10,100206345,1422,2,956,34.0664,-118.2697,1
930,2010,2010-02-10,301719275,5480,17,2790,102.11429999999999,-354.8101,3
220,2010,2010-02-10,100206284,1500,2,220,34.0574,-118.2736,1
740,2010,2010-02-10,201512953,2760,15,1480,68.06729999999999,-236.5389,2
310,2010,2010-02-10,201312558,3645,13,620,68.161,-236.54649999999998,2
900,2010,2010-02-10,100206276,1600,2,900,34.0663,-118.2789,1
510,2010,2010-02-10,202613332,3500,26,1020,68.0094,-236.5523,2
310,2010,2010-02-11,200412684,3835,4,620,68.11580000000001,-236.54379999999998,2
440,2010,2010-02-11,200412674,3730,4,880,68.1172,-236.5354,2
350,2010,2010-02-11,100206359,1910,2,350,34.0492,-118.2742,1
210,2010,2010-02-11,503132381,9555,31,1050,170.1988,-591.3488,5
745,2010,2010-02-11,101306733,2000,13,745,34.0025,-118.2652,1
946,2010,2010-02-11,200412673,3050,4,1892,68.1124,-236.5346,2
624,2010,2010-02-11,202613506,1990,26,1248,68.0171,-236.5412,2
740,2010,2010-02-11,100106160,2000,1,740,34.0395,-118.2656,1
354,2010,2010-02-11,400825368,6130,8,1416,136.2861,-473.0825,4
420,2010,2010-02-11,201513033,1200,15,840,68.0957,-236.5486,2
330,2010,2010-02-11,505233025,7945,52,1650,170.2039,-591.3279,5
341,2010,2010-02-11,100100616,1515,1,341,34.0389,-118.2643,1
510,2010,2010-02-11,704244622,12790,42,3570,238.45779999999996,-827.8688,7
930,2010,2010-02-11,201306968,3240,13,1860,68.14429999999999,-236.5278,2
510,2010,2010-02-12,400825489,5850,8,2040,136.2199,-473.0892,4
220,2010,2010-02-12,100206406,2010,2,220,34.0574,-118.2747,1
210,2010,2010-02-12,101306810,2145,13,210,34.0244,-118.2676,1
330,2010,2010-02-12,402625801,7275,26,1320,136.32580000000002,-473.0829,4
745,2010,2010-02-12,403926427,5090,39,2980,136.2567,-473.09929999999997,4
946,2010,2010-02-12,100206369,1000,2,946,34.0488,-118.2733,1
341,2010,2010-02-12,100106254,450,1,341,34.0479,-118.2612,1
624,2010,2010-02-12,501932300,1500,19,3120,170.15730000000002,-591.3334,5
480,2010,2010-02-12,100206353,1800,2,480,34.0824,-118.2767,1
420,2010,2010-02-12,201513175,3200,15,840,68.07560000000001,-236.5503,2
900,2010,2010-02-12,100206408,2250,2,900,34.0649,-118.2797,1
440,2010,2010-02-12,100206377,1600,2,440,34.0607,-118.2725,1
901,2010,2010-02-12,101306781,650,13,901,34.0133,-118.27600000000001,1
740,2010,2010-02-12,202413337,2140,24,1480,68.1466,-236.5423,2
310,2010,2010-02-12,101306813,1500,13,310,34.0007,-118.2634,1
812,2010,2010-02-12,100206363,2050,2,812,34.063,-118.2727,1
230,2010,2010-02-12,100206398,950,2,230,34.0671,-118.2713,1
626,2010,2010-02-12,100106298,2100,1,626,34.0416,-118.262,1
930,2010,2010-02-12,100206394,1800,2,930,34.064,-118.2791,1
354,2010,2010-02-12,201312983,2000,13,708,68.1765,-236.5333,2
442,2010,2010-02-12,200412789,2755,4,884,68.11269999999999,-236.5401,2
930,2010,2010-02-13,200412972,3500,4,1860,68.1077,-236.5466,2
740,2010,2010-02-13,101106600,1540,11,740,34.1225,-118.2648,1
812,2010,2010-02-13,101300574,1900,13,812,34.0066,-118.2652,1
910,2010,2010-02-13,100206447,2125,2,910,34.0646,-118.2656,1
310,2010,2010-02-13,403720108,4500,37,1240,136.29989999999998,-473.0729,4
220,2010,2010-02-13,100206421,330,2,220,34.0565,-118.2768,1
330,2010,2010-02-13,603339578,9475,33,1980,204.33780000000002,-709.6219,6
470,2010,2010-02-13,101306875,430,13,470,34.0065,-118.2762,1
900,2010,2010-02-13,100106310,900,1,900,34.032,-118.2667,1
510,2010,2010-02-13,504333372,6585,43,2550,170.1322,-591.3754,5
745,2010,2010-02-13,201513332,4330,15,1490,68.06020000000001,-236.5465,2
230,2010,2010-02-13,300519202,2780,5,690,102.16210000000001,-354.8077,3
442,2010,2010-02-13,100206437,1445,2,442,34.0573,-118.2699,1
626,2010,2010-02-13,401826011,4350,18,2504,136.1736,-473.09569999999997,4
860,2010,2010-02-13,100206431,745,2,860,34.051,-118.2687,1
